X	Y	SchoolName	GradeStart	CountyName	OBJECTID	SchoolNCESCode	Co	AEA	DistrictNCESCode	District	DistrictName	School	SchoolLevel	POBox	MailingStreetAddress	MailingCity	State	ZipCode	PhysicalStreet	PhyscialCity	Administrator	Title	GradeEnd	Phone	Fax	EmailAddress
-95.48103988	40.72269325	Farragut Elementary School	PK	Fremont	293	702	36	13	1911520	2205	Farragut Comm School District	409	4	P. O. Box 36	907 Hartford Ave	Farragut	Iowa	51639	907 Hartford Avenue	Farragut	Lisa Spencer	Principal	4	(712) 385-8131	(712) 385-8135	lspencer@nishbd.org
-95.48103988	40.72269325	Nishnabotna High School	7	Fremont	294	703	36	13	1911520	2205	Farragut Comm School District	172	1	PO Box  36	907 Hartford Ave	Farragut	Iowa	51639	907 Hartford Ave	Farragut	Lisa Spencer	Principal	12	(712) 385-8131	(712) 385-8135	lspencer@nishbd.org
-95.65280178	40.6156985	Marnie Simons Elementary School	PK	Fremont	295	812	36	13	1913440	2772	Hamburg Comm School District	418	4		309 S St	Hamburg	Iowa	51640	309 S St	Hamburg	Mike Wells	Principal	6	(712) 382-2017	(712) 382-1922	kwathen@nishbd.org
-95.64735454	40.74974619	Sidney Elementary School	PK	Fremont	296	1488	36	13	1926250	6003	Sidney Comm School District	409	4	PO Box  609	1002 Illinois St	Sidney	Iowa	51652-0609	1002 Illinois St	Sidney	Linda Spencer	Principal	6	(712) 374-2647	(712) 374-2648	lspencer@sidney.k12.ia.us
-91.1977533	42.63927273	Edgewood-Colesburg Elementary School	PK	Delaware	297	669	28	1	1910500	1989	Edgewood-Colesburg Comm School District	409	4	PO Box  125	409 East St	Colesburg	Iowa	52035	409 East St	Colesburg	Rob Busch	Principal	6	(563) 856-2415	(563) 856-2113	rbusch@edge-cole.k12.ia.us
-91.45125166	42.49530243	West Delaware Middle School	5	Delaware	298	1787	28	1	1930900	6950	West Delaware County Comm School District	209	3		1101 Doctor St	Manchester	Iowa	52057	1101 Doctor St	Manchester	Lisa Wunn	Principal	8	(563) 927-3515	(563) 927-9115	lisawunn@w-delaware.k12.ia.us
-91.45054553	42.49330633	Lambert Elementary School	PK	Delaware	299	1782	28	1	1930900	6950	West Delaware County Comm School District	427	4		1001 Doctor St	Manchester	Iowa	52057	1001 Doctor St	Manchester	Rudi Hameister	Principal	4	(563) 927-3515	(563) 927-9235	rudihameister@w-delaware.k12.ia.us
-91.80957122	43.44223061	North Winneshiek Middle School	6	Winneshiek	300	1262	96	1	1921060	4787	North Winneshiek Comm School District	172	3		3495 North Winn Road	Decorah	Iowa	52101	3495 North Winn Road	Decorah	Tim  Dugger	Principal	8	(563) 735-5411	(563) 735-5430	tdugger@n-winn.k12.ia.us
-91.80957122	43.44223061	North Winneshiek Elementary School	PK	Winneshiek	301	1261	96	1	1921060	4787	North Winneshiek Comm School District	409	4		3495 North Winn Road	Decorah	Iowa	52101	3495 North Winn Road	Decorah	Tim Dugger	Principal	5	(563) 735-5411	(563) 735-5430	tdugger@n-winn.k12.ia.us
-91.78723426	43.30097221	Decorah Middle School	5	Winneshiek	302	498	96	1	1908730	1638	Decorah Community School District	209	3		405 Winnebago St.	Decorah	Iowa	52101	405 Winnebago St.	Decorah	Leona Hoth	Principal	8	(563) 382-8427	(563) 387-4052	leona.hoth@decorah.k12.ia.us
-92.09981429	43.37510568	Cresco Early Childhood Development Center	PK	Howard	303	2088	45	1	1914280	3029	Howard-Winneshiek Comm School District	418	19		1135 Canterbury St.	Cresco	Iowa	52136	1135 Canterbury St.	Cresco	Sara Grimm	Principal	K	(563) 547-5424		sgrimm@howard-winn.k12.ia.us
-92.10362917	43.37533802	Crestwood Elementary School	K	Howard	304	848	45	1	1914280	3029	Howard-Winneshiek Comm School District	409	4		1000 4th Ave East	Cresco	Iowa	52136	1000 4th Ave East	Cresco	Terese Jurgensen	Principal	6	(563) 547-2001	(563) 547-2679	tjurgensen@howard-winn.k12.ia.us
-92.10362917	43.37533802	Cresco Junior High School	7	Howard	305	850	45	1	1914280	3029	Howard-Winneshiek Comm School District	209	2		1000 4th Ave East	Cresco	Iowa	52136	1000 4th Ave East	Cresco	Chris  Rogne	Principal	8	(563) 547-2300	(563) 547-2679	
-92.10307694	43.37422017	Crestwood High School	9	Howard	306	849	45	1	1914280	3029	Howard-Winneshiek Comm School District	109	1		1000 Schroder Dr	Cresco	Iowa	52136	1000 Schroder Dr	Cresco	Chris Rogne	Principal	12	(563) 547-2764	(563) 547-4650	tfelderman@howard-winn.k12.ia.us
-91.48291245	43.27179612	West Campus Elementary School	PK	Allamakee	307	40	3	1	1903390	135	Allamakee Comm School District	427	4		953 3rd Ave NW	Waukon	Iowa	52172	953 3rd Ave NW	Waukon	Joseph Griffith	Principal	2	(563) 568-6375	(563) 568-3414	jgriffith@allamakee.k12.ia.us
-91.86698594	41.99443351	Atkins Elementary School	PK	Benton	308	136	6	10	1904830	609	Benton Comm School District	405	4		217 4th Ave	Atkins	Iowa	52206	217 4th Ave	Atkins	Frank Jason West	Principal	3	(319) 446-7525	(319) 446-7966	jwest@benton.k12.ia.us
-92.27665036	41.8911453	Longfellow Elementary School	PK	Benton	309	127	6	10	1904620	576	Belle Plaine Comm School District	436	4		707 7th St	Belle Plaine	Iowa	52208	707 7th St	Belle Plaine	Heather Coover	Principal	6	(319) 444-3002	(319) 444-3064	hcoover@belle-plaine.k12.ia.us
-91.33070557	42.42619202	Maquoketa Valley Middle School	6	Delaware	310	725	28	1	1918540	4043	Maquoketa Valley Comm School District	209	3	PO Box 186	112 3rd St.	Delhi	Iowa	52223	112  3rd St.	Delhi	Tracy  Morrison	Principal	8	(563) 922-9411	(563) 922-9502	tracymorrison@maquoketa-v.k12.ia.us
-91.33070557	42.42619202	Delhi Elementary School	PK	Delaware	311	1064	28	1	1918540	4043	Maquoketa Valley Comm School District	414	4	PO Box  186	112 3rd St	Delhi	Iowa	52223	112 3rd St	Delhi	Tracy Morrison	Principal	5	(563) 922-9411	(563) 922-9502	tmorrison@maquoketa-v.k12.ia.us
-91.3284125	42.42672482	Maquoketa Valley Senior High School	9	Delaware	312	1067	28	1	1918540	4043	Maquoketa Valley Comm School District	109	1	PO Box  186	107 South St	Delhi	Iowa	52223	107 South St	Delhi	Douglas Tuetken	Principal	12	(563) 922-2091	(563) 922-3026	dougtuetken@maquoketa-v.k12.ia.us
-91.92911998	41.90370921	Norway Elementary School	4	Benton	313	99008	6	10	1904830	609	Benton Comm School District	454	4		100 School Drive	Norway	Iowa	52318	100 School Drive	Norway	Elizabeth Strempke	Principal	6	(319) 227-7142	(319) 227-7969	estrempke@benton.k12.ia.us
-91.87378571	42.22500431	Center Point-Urbana Intermediate School	3	Linn	314	2150	57	10	1906660	1062	Center Point-Urbana Comm School District	418	4	PO Box 296		Center Point	Iowa	52213-0296	202 W Main Street	Urbana	Jon  Hasleiet	Principal	5	(319) 849-1102	(319) 849-2068	jhasleiet@cpuschools.org
-92.08590874	42.01297866	Benton Community Senior High School	9	Benton	315	137	6	10	1904830	609	Benton Comm School District	109	1	P.O. Box 70	600 1st St	Van Horne	Iowa	52346	600 1st St	Van Horne	James Bieschke	Principal	12	(319) 228-8701	(319) 228-8747	jbieschke@benton.k12.ia.us
-92.08590874	42.01297866	Benton Community Middle School	7	Benton	316	1987	6	10	1904830	609	Benton Comm School District	209	3	P.O. Box 70	600 1st St	Van Horne	Iowa	52346-0070	600 1st St	Van Horne	Kal Goodchild	Principal	8	(319) 228-8701	(319) 228-8747	kgoodchild@benton.k12.ia.us
-92.0205322	42.15912024	Tilford Elementary School	PK	Benton	317	1550	6	10	1929310	6660	Vinton-Shellsburg Comm School District	409	4		308 E 13th St	Vinton	Iowa	52349	308 E 13th St	Vinton	Jim Murray	Principal	4	(319) 436-4728	(319) 472-2742	jim.murray@vscsd.org
-92.02672976	42.15717653	Vinton-Shellsburg Middle School	6	Benton	318	1680	6	10	1929310	6660	Vinton-Shellsburg Comm School District	209	3		212 W. 15th St.	Vinton	Iowa	52349	212 W. 15th St.	Vinton	Shelly Petersen	Principal	8	(319) 436-4728	(319) 472-4014	shelly.petersen@vscsd.org
-92.02519108	42.15197723	Vinton-Shellsburg High School	9	Benton	319	1681	6	10	1929310	6660	Vinton-Shellsburg Comm School District	109	1		210 W. 21st St.	Vinton	Iowa	52349	210 W. 21st St.	Vinton	Matt Kingsbury	Principal	12	(319) 436-4728	(319) 472-5704	matt.kingsbury@vscsd.org
-92.80578409	41.02933981	Lincoln Center	3	Monroe	320	18	68	15	1903270	81	Albia Comm School District	427	4		222 N 2ND STREET	Albia	Iowa	52531	222 N 2ND STREET	Albia	Joellen Breon	Principal	6	(641) 932-2161	(641) 932-5192	joellen.breon@albia.k12.ia.us
-92.80271093	41.0291049	Albia High School	9	Monroe	321	17	68	15	1903270	81	Albia Comm School District	109	1		503 B Ave East	Albia	Iowa	52531	503 B Ave East	Albia	Richard Montgomery	Principal	12	(641) 932-2161	(641) 932-7069	richard.montgomery@albia.k12.ia.us
-91.20790783	41.3057075	Louisa-Muscatine Elementary	PK	Louisa	322	1023	58	9	1917820	3841	Louisa-Muscatine Comm School District	421	4		14506 170th St	Letts	Iowa	52754	14506 170th St	Letts	Doug McBride	Principal	6	(319) 726-3634	(319) 726-4600	dmcbride@louisa-muscatine.k12.ia.us
-91.20393236	41.30557204	Louisa-Muscatine High School	9	Louisa	323	1025	58	9	1917820	3841	Louisa-Muscatine Comm School District	109	1		14354 170th St	Letts	Iowa	52754	14354 170th St	Letts	Chris Parkhurst	Principal	12	(319) 726-3421	(319) 726-3649	cparkhurst@lmcsd.org
-91.20393236	41.30557204	Louisa-Muscatine Jr High	7	Louisa	324	2106	58	9	1917820	3841	Louisa-Muscatine Comm School District	209	2	14354  170th St		Letts	Iowa	52754	14354  170th St	Letts	Chris Parkhurst	Principal	8	(319) 726-3421	(319) 726-3649	cparkhurst@lmcsd.org
-94.02841392	41.62014662	Adel Elementary School	PK	Dallas	325	8	25	11	1903150	27	Adel DeSoto Minburn Comm School District	409	4		1608 Grove St.	Adel	Iowa	50003	1608 Grove St.	Adel	Carole Erickson	Principal	2	(515) 993-4285	(515) 993-4403	cerickson@adm.k12.ia.us
-93.61381019	41.81846838	North Polk Central Elementary School	PK	Polk	326	1923	77	11	1920910	4779	North Polk Comm School District	412	4		311 NE 141st Ave	Alleman	Iowa	50007	311 NE 141st Ave	Alleman	Morgan Miller	Principal	5	(515) 984-3400	(515) 685-2304	morgan.miller@northpolk.org
-93.61374117	41.81846733	North Polk Middle School	6	Polk	327	2095	77	11	1920910	4779	North Polk Comm School District	209	3		315 NE 141st Ave.	Alleman	Iowa	50007	315 NE 141st Ave.	Alleman	Jon Richards	Principal	8	(515) 984-3400	(515) 685-3520	jon.richards@northpolk.org
-93.46706798	41.64662852	Altoona Elementary School	PK	Polk	328	1566	77	11	1926820	6101	Southeast Polk Comm School District	409	4		301 6th St SW	Altoona	Iowa	50009	301 6th St SW	Altoona	Steve Stotts	Principal	5	(515) 967-3771	(515) 967-2079	steven.stotts@southeastpolk.org
-93.45731192	41.64258875	Centennial Elementary School	PK	Polk	329	1567	77	11	1926820	6101	Southeast Polk Comm School District	418	4		910 7th Ave SE	Altoona	Iowa	50009	910 7th Ave SE	Altoona	Lori Waddell	Principal	5	(515) 967-2109	(515) 967-7076	Lori.Waddell@southeastpolk.org
-93.48374679	41.64863995	Willowbrook Elementary School	PK	Polk	330	2068	77	11	1926820	6101	Southeast Polk Comm School District	445	4		300 17th Ave SW	Altoona	Iowa	50009	300 17th Ave SW	Altoona	Robin Norris	Principal	5	(515) 967-7512	(515) 967-1620	Robin.Norris@southeastpolk.org
-93.62953036	42.04331256	Fellows Elementary School	K	Story	331	53	85	11	1903540	225	Ames Comm School District	440	4		1400 Mc Kinley	Ames	Iowa	50010	1400 Mc Kinley	Ames	Carol Page	Principal	5	(515) 239-3765	(515) 239-3837	carol.page@ames.k12.ia.us
-94.77111907	41.4506242	CAM High School	9	Cass	332	70	15	13	1905940	914	CAM Comm School District	109	1		1000 Victory Park Rd	Anita	Iowa	50020	1000 Victory Park Rd	Anita	Dominic Giegerich	Principal	12	(712) 762-3231	(712) 762-3713	dgiegerich@cam.k12.ia.us
-94.7669949	41.44524782	Iowa Connections Academy High School	9	Cass	333	2169	15	13	1905940	914	CAM Comm School District	136	1		807 Third St	Anita	Iowa	50020	807 Third St	Anita	James Brauer	Principal	12	(712) 762-3496	(712) 762-3495	jbrauer@connectionseducation.com
-94.7669949	41.44524782	Iowa Connections Academy Middle School	6	Cass	334	2176	15	13	1905940	914	CAM Comm School District	236	3		807 Third St	Anita	Iowa	50020	807 Third St	Anita	James Brauer	Principal	8	(712) 762-3496	(712) 762-3495	jbrauer@connectionseducation.com
-94.7669949	41.44524782	Iowa Connections Academy Elementary	K	Cass	335	2180	15	13	1905940	914	CAM Comm School District	436	4		807 Third St	Anita	Iowa	50020	807 Third St	Anita	James Brauer	Principal	5	(712) 762-3496	(712) 762-3495	jbrauer@connectionseducation.com
-93.589971	41.74501703	Northeast Elementary	PK	Polk	336	148	77	11	1903690	261	Ankeny Comm School District	447	4		1705 NE Trilein	Ankeny	Iowa	50021-0189	1705 NE Trilein	Ankeny	Tara Owen	Principal	5	(515) 965-9620	(515) 965-9621	tara.owen@ankenyschools.org
-93.59042636	41.72968109	East Elementary School	PK	Polk	337	72	77	11	1903690	261	Ankeny Comm School District	405	4		710 SE 3rd	Ankeny	Iowa	50021-0189	710 SE 3rd	Ankeny	Andrew Burg	Principal	5	(515) 965-9660	(515) 965-9663	andrew.burg@ankenyschools.org
-93.59071666	41.71972907	Southeast Elementary School	K	Polk	338	77	77	11	1903690	261	Ankeny Comm School District	427	4		1005 SE Trilein Dr	Ankeny	Iowa	50021	1005 SE Trilein Dr	Ankeny	Ben Muller	Principal	5	(515) 965-9650	(515) 965-9653	ben.muller@ankenyschools.org
-95.00750965	41.39669414	Washington Elementary School	PK	Cass	339	94	15	13	1903930	387	Atlantic Comm School District	445	4		500 East 14th Street	Atlantic	Iowa	50022	500 E 14th St	Atlantic	Stacey  Hornung	Principal	3	(712) 243-5234	(712) 243-5275	shornung@atlanticiaschools.org
-95.00606163	41.39986893	Schuler Elementary School	4	Cass	340	412	15	13	1903930	387	Atlantic Comm School District	427	4		501 East 11th St.	Atlantic	Iowa	50022	501 East 11th St.	Atlantic	James Northwick	Principal	5	(712) 243-1370	(712) 243-2120	jnorthwick@atlanticiaschools.org
-93.63240695	41.70109416	Crocker Elementary School	PK	Polk	341	778	77	11	1903690	261	Ankeny Comm School District	448	4		2910 SW Applewood St	Ankeny	Iowa	50023	2910 SW Applewood St	Ankeny	Tom Muhlenbruck	Principal	5	(515) 965-9710	(515) 965-9714	tom.muhlenbruck@ankenyschools.org
-93.6044636	41.73194055	Parkview Middle School	6	Polk	342	73	77	11	1903690	261	Ankeny Comm School District	209	3		105 NW Pleasant St	Ankeny	Iowa	50023	105 NW Pleasant St	Ankeny	Jeff Schumacher	Principal	7	(515) 965-9640	(515) 965-9648	jeff.schumacher@ankenyschools.org
-93.61312558	41.73751656	Prairie Ridge Middle School	6	Polk	343	2139	77	11	1903690	261	Ankeny Comm School District	218	3		1010 NW Prairie Ridge Dr	Ankeny	Iowa	50023	1010 NW Prairie Ridge Dr	Ankeny	James Wichman	Principal	7	(515) 965-9705	(515) 965-9708	jim.wichman@ankenyschools.org
-93.60045748	41.74169539	Northview Middle School	8	Polk	344	380	77	11	1903690	261	Ankeny Comm School District	224	3		1302 N Ankeny Blvd	Ankeny	Iowa	50023	1302 N Ankeny Blvd	Ankeny	Bev Kuehn	Principal	9	(515) 965-9700	(515) 965-9639	bev.kuehn@ankenyschools.org
-93.61449771	41.73192063	Northwest Elementary School	PK	Polk	345	74	77	11	1903690	261	Ankeny Comm School District	409	4		1202 W First St	Ankeny	Iowa	50023	1202 W First St	Ankeny	Travis Busby	Principal	5	(515) 965-9680	(515) 965-9683	travis.busby@ankenyschools.org
-93.63847917	41.73753117	Westwood Elementary School	PK	Polk	346	2026	77	11	1903690	261	Ankeny Comm School District	445	4		2920 NW 9th	Ankeny	Iowa	50023	2920 NW 9th	Ankeny	Amy Dittmar	Principal	5	(515) 965-9690	(515) 965-9693	amy.dittmar@ankenyschools.org
-94.92275755	41.71498737	Audubon Middle-High School	5	Audubon	347	96	5	11	1903960	414	Audubon Comm School District	109	1		800 3rd Ave	Audubon	Iowa	50025	800 3rd Ave	Audubon	Eric Trager	Principal	12	(712) 563-2607	(712) 563-3607	etrager@audubon.k12.ia.us
-94.92909	41.71789688	Audubon Elementary School	PK	Audubon	348	95	5	11	1903960	414	Audubon Comm School District	409	4		600 Tracy St	Audubon	Iowa	50025	600 Tracy St	Audubon	Sam Graeve	Principal	4	(712) 563-3751	(712) 563-3607	sgraeve@audubon.k12.ia.us
-93.15013135	41.82628586	Baxter High School	6	Jasper	349	114	50	11	1904380	513	Baxter Comm School District	172	1	Box 189	202 E State	Baxter	Iowa	50028	202 E State	Baxter	Robert L. Luther	Principal	12	(641) 227-3103	(641) 227-3217	rluther@baxter.k12.ia.us
-93.15013135	41.82628586	Baxter Elementary School	PK	Jasper	350	113	50	11	1904380	513	Baxter Comm School District	409	4	Box 189	202 E State	Baxter	Iowa	50028	202 E State	Baxter	Joshua Russell	Principal	5	(641) 227-3102	(641) 227-3217	jrussell@baxter.k12.ia.us
-93.46462716	41.69867681	Bondurant - Farrar Middle School	6	Polk	351	2125	77	11	1905070	720	Bondurant-Farrar Comm School District	209	3		300 Garfield St. SW	Bondurant	Iowa	50035	300 Garfield St. SW	Bondurant	Chad Carlson	Principal	8	(515) 967-3711	(515) 957-9924	chad_carlson@bondurant.k12.ia.us
-93.46380242	41.69059604	Bondurant-Farrar High School	9	Polk	352	154	77	11	1905070	720	Bondurant-Farrar Comm School District	172	1		1000 Grant St. North	Bondurant	Iowa	50035	1000 Grant St. North	Bondurant	Michael G. Kramer	Principal	12	(515) 957-8191	(515) 957-8224	mike_kramer@bondurant.k12.ia.us
-93.88286455	42.05866667	Futures	9	Boone	353	2056	8	11	1905130	729	Boone Comm School District	118	9		727 W 3rd St	Boone	Iowa	50036	727 W 3rd St	Boone	Kristopher Byam	Principal	12	(515) 433-0885	(515) 433-0753	kbyam@boone.k12.ia.us
-93.86677098	42.05655335	Boone Middle School	5	Boone	354	157	8	11	1905130	729	Boone Comm School District	209	3		1640 1st St.	Boone	Iowa	50036	1640 1st	Boone	Scott Kelley	Principal	8	(515) 433-0020	(515) 433-0026	skelley@boone.k12.ia.us
-93.90177647	42.05939847	Lincoln Elementary School	PK	Boone	355	161	8	11	1905130	729	Boone Comm School District	436	4		711 W Mamie Eisenhower	Boone	Iowa	50036	711 W Mamie Eisenhower	Boone	Carolyn Manard	Principal	1	(515) 433-0800		cmanard@boone.k12.ia.us
-93.30693384	41.0193568	Chariton High School	9	Lucas	356	313	59	15	1907050	1107	Chariton Comm School District	109	1		501 N Grand	Chariton	Iowa	50049	501 N Grand	Chariton	Tracy Hall	Principal	12	(641) 774-5066	(641) 774-3404	tracy.hall@chariton.k12.ia.us
-93.31760787	41.02700826	Chariton Middle School	6	Lucas	357	314	59	15	1907050	1107	Chariton Comm School District	209	3		1300 N 16th	Chariton	Iowa	50049	1300 N 16th	Chariton	Andy Fuhs	Principal	8	(641) 774-5114	(641) 774-8511	andy.fuhs@chariton.k12.ia.us
-93.31058072	41.02297074	Van Allen Elementary School	3	Lucas	358	317	59	15	1907050	1107	Chariton Comm School District	439	4		1129 Ashland	Chariton	Iowa	50049	1129 Ashland	Chariton	Beth Scott-Thomas	Principal	5	(641) 774-5047	(641) 774-5717	beth.scottthomas@chariton.k12.ia.us
-93.24545934	41.67532333	Colfax-Mingo Elementary School	PK	Jasper	359	385	50	11	1900009	1332	Colfax-Mingo Comm School District	409	4		20 West Broadway	Colfax	Iowa	50054	20 West Broadway	Colfax	Brian Summy	Principal	6	(515) 674-3465	(515) 674-4396	bsummy@mail.colfax-mingo.k12.ia.us
-94.68415511	41.87694752	CR-B Elementary School	PK	Carroll	360	401	14	11	1908070	1413	Coon Rapids-Bayard Comm School District	409	4	PO Box 297	905 North Street	Coon Rapids	Iowa	50058	905 North Street	Coon Rapids	Larry Frakes	Principal	4	(712) 999-2845	(712) 999-2913	larry.frakes@crbcrusaders.org
-94.68415511	41.87694752	Coon Rapids-Bayard 5-12 Attendance Center	5	Carroll	361	402	14	11	1908070	1413	Coon Rapids-Bayard Comm School District	172	99	PO Box 297	905 North Street	Coon Rapids	Iowa	50058-0297	905 North Street	Coon Rapids	Larry Frakes	Principal	12	(712) 999-2208	(712) 999-7740	larry.frakes@crbcrusaders.org
-93.32193728	40.75106795	Wayne Elementary School	PK	Wayne	362	1754	93	15	1930560	6854	Wayne Comm School District	418	4		102 N Dekalb Street	Corydon	Iowa	50060-1403	607 South West Street	Corydon	Boyd Sinclair	Principal	6	(641) 872-1034	(641) 872-2543	boyd.sinclair@wayne.k12.ia.us
-93.32028236	40.75720731	Wayne Community Jr-Sr High School	7	Wayne	363	1755	93	15	1930560	6854	Wayne Comm School District	109	1		102 N Dekalb Street	Corydon	Iowa	50060-1403	102 N Dekalb Street	Corydon	Stacy Snyder	Principal	12	(641) 872-2184	(641) 872-2091	stacy.snyder@wayne.k12.ia.us
-93.23657665	41.23427141	Melcher-Dallas Elem	PK	Marion	364	1121	63	11	1918960	4212	Melcher-Dallas Comm School District	409	4	Box 489	1003 E Park St	Dallas	Iowa	50062	1003 E Park St	Dallas	Mike  Horstman	Principal	5	(641) 947-3151	(641) 947-4032	horstmanm@melcher-dallas.k12.ia.us
-93.96000013	41.67828226	Dallas Center Elementary	K	Dallas	365	705	25	11	1908520	1576	Dallas Center-Grimes Comm School District	436	4	PO Box 400	1205 13th St	Dallas Center	Iowa	50063	1205 13th St	Dallas Center	Diann Williamson	Principal	5	(515) 992-3838	(515) 992-3467	dwilliamson@dc-grimes.k12.ia.us
-94.00927064	41.53569804	DeSoto Intermediate School	3	Dallas	366	10	25	11	1903150	27	Adel DeSoto Minburn Comm School District	418	4		317 Spruce St	DeSoto	Iowa	50069	317 Spruce St	DeSoto	Jodi Banse	Principal	5	(515) 834-2424	(515) 834-2056	jbanse@adm.k12.ia.us
-94.22745433	41.51907695	Dexter Elementary School	K	Dallas	367	671	25	11	1927500	6264	West Central Valley Comm School District	409	4	PO Box 157	803 Washington St	Dexter	Iowa	50070	803 Washington Street	Dexter	David Arnold	Principal	5	(515) 789-4480	(515) 789-4613	darnold@wcv.k12.ia.us
-94.12305698	41.49645303	Earlham Elementary School	PK	Madison	368	640	61	11	1910050	1953	Earlham Comm School District	409	4	PO Box  430	535 N Chestnut Ave	Earlham	Iowa	50072	535 N Chestnut Ave	Earlham	Jason Hammen	Principal	6	(515) 758-2213	(515) 758-2215	jhammen@ecsdcards.com
-94.12305698	41.49645303	Earlham Senior High School	9	Madison	369	641	61	11	1910050	1953	Earlham Comm School District	172	1	PO Box  430	535 N Chestnut Ave	Earlham	Iowa	50072	535 N Chestnut Ave	Earlham	Jennifer Knight	Principal	12	(515) 758-2235	(515) 758-2215	jknight@ecsdcards.com
-94.12305698	41.49645303	Earlham Middle School	7	Madison	370	1956	61	11	1910050	1953	Earlham Comm School District	209	3	PO Box  430	535 N Chestnut Ave	Earlham	Iowa	50072	535 N Chestnut Ave	Earlham	Jennifer Knight	Principal	8	(515) 758-2214	(515) 758-2215	jknight@ecsdcards.com
-94.87613429	41.58636243	Exira/EHK Middle School	PK	Audubon	371	2142	5	11	1911250	2151	Exira-Elk Horn- Kimballton Comm Sch Dist	209	3	PO Box 335	105 East School St	Exira	Iowa	50076-0335	105 East School St	Exira	Steve Humphrey	Principal	8	(712) 268-5318	(712) 268-5319	shumphrey@exira-ehk.k12.ia.us
-93.64486135	42.10665485	Gilbert Elementary School	PK	Story	372	759	85	11	1912510	2466	Gilbert Comm School District	409	4		109 Rothmoor	Gilbert	Iowa	50105	109 Rothmoor	Gilbert	Staci Edwards	Principal	2	(515) 232-3744	(515) 233-4271	edwardss@gilbert.k12.ia.us
-93.64001733	42.10249184	Gilbert High School	9	Story	373	760	85	11	1912510	2466	Gilbert Comm School District	172	1		312 Gretten	Gilbert	Iowa	50105	312 Gretten	Gilbert	Layne Billings	Principal	12	(515) 232-3738	(515) 232-0099	billingsl@gilbert.k12.ia.us
-92.78442681	41.87791707	East Marshall Middle School	4	Marshall	374	121	64	7	1900040	1968	East Marshall Comm School District	209	3	PO Box  159	225 S Elm	Gilman	Iowa	50106	225 S Elm	Gilman	Robert F. Schelp	Principal	8	(641) 498-7483	(641) 498-2035	bschelp@e-marshall.k12.ia.us
-93.79460224	41.68455767	South Prairie Elementary	K	Polk	375	2029	77	11	1908520	1576	Dallas Center-Grimes Comm School District	427	4	PO Box  650	500 S James St	Grimes	Iowa	50111	500 S James St	Grimes	Patty Morris	Principal	2	(515) 986-4057	(515) 986-4532	pmorris@dc-grimes.k12.ia.us
-92.71288133	41.74922139	Fairview Elementary School	PK	Poweshiek	376	791	79	7	1913200	2709	Grinnell-Newburg Comm School District	436	4		1310 Hobart St	Grinnell	Iowa	50112	1310 Hobart St	Grinnell	Sarah Seney	Principal	2	(641) 236-2780	(641) 236-2674	sarah.seney@grinnell-k12.org
-92.73772471	41.74982228	Grinnell Community Senior High School	9	Poweshiek	377	792	79	7	1913200	2709	Grinnell-Newburg Comm School District	109	1		1333 Sunset St	Grinnell	Iowa	50112	1333 Sunset St	Grinnell	Kevin Seney	Principal	12	(641) 236-2720	(641) 236-2692	kevin.seney@grinnell-k12.org
-92.71757632	41.73113304	Grinnell Community Middle School	5	Poweshiek	378	793	79	7	1913200	2709	Grinnell-Newburg Comm School District	209	3		132 East Street So.	Grinnell	Iowa	50112	132 East Street So.	Grinnell	Sara Hegg-Dunne	Principal	8	(641) 236-2750	(641) 236-2732	sara.hegg-dunne@grinnell-k12.org
-92.72544747	41.73749775	Davis Elementary School	3	Poweshiek	379	790	79	7	1913200	2709	Grinnell-Newburg Comm School District	427	4		818 Hamilton Avenue	Grinnell	Iowa	50112	818 Hamilton Avenue	Grinnell	Jeff  Kirby	Principal	4	(641) 236-2790	(641) 236-2785	jeff.kirby@grinnell-k12.org
-92.73588916	41.7490928	Bailey Park Elementary School	K	Poweshiek	380	789	79	7	1913200	2709	Grinnell-Newburg Comm School District	409	4		210 8th Ave	Grinnell	Iowa	50112	210 8th Ave	Grinnell	Chris Coffman	Principal	2	(641) 236-2770	(641) 236-2682	chris.coffman@grinnell-k12.org
-93.40293709	41.46270327	Hartford Upper Elementar	4	Warren	381	216	91	11	1906270	981	Carlisle Comm School District	418	4		430 School St.	Carlisle	Iowa	50047	500 N. Vine	Hartford	Timothy Norton	Principal	5	(515) 989-0316	(515) 989-3897	tim.norton@carlisle.k12.ia.us
-93.49949722	40.85492068	Mormon Trail Elementary School	PK	Wayne	382	1158	93	13	1919740	4505	Mormon Trail Comm School District	418	4	Box 156	403 S Front St	Humeston	Iowa	50123	403 S Front St	Humeston	Michael Snyder	Principal	6	(641) 877-2521	(641) 877-3400	msnyder@mormontrailcsd.org
-93.53981964	41.35582322	Indianola Middle School	6	Warren	383	875	91	11	1914640	3114	Indianola Comm School District	431	3		403 S 15th St	Indianola	Iowa	50125	403 S 15th St	Indianola	Annette Jauron	Principal	8	(515) 961-9530	(515) 961-9535	annette.jauron@indianola.k12.ia.us
-93.54736301	41.36531188	Emerson Elementary School	PK	Warren	384	870	91	11	1914640	3114	Indianola Comm School District	409	4		1109 E Euclid	Indianola	Iowa	50125	1109 E Euclid	Indianola	Mark Timmerman	Principal	5	(515) 961-9550	(515) 961-9555	mark.timmerman@indianola.k12.ia.us
